english,ekegusii,source,ref
"They shall come with weeping , and with supplications will I lead them: I will cause them to walk by the rivers of waters in a straight way , wherein they shall not stumble : for I am a father to Israel , and Ephraim is my firstborn .","Ekero barairane mbache bakorera, korende inche nimbatang’ane mbairanie gocha bagosaba. Nimbatang’ane gochia ase chindooche chi’amaache, mbaeterie ase enchera engiya ase batagochwe. Inche nigo inde ise bw’Abaisraeli, na Efraimu nomwana one omotangi.",bible_ebible,JER_31_9
"And I subscribed the evidence , and sealed it , and took witnesses , and weighed him the money in the balances .","Nkarika ekaratasi y’okoyogora, nkayebeka ekemanyererio kiane nkayemumeka; nkarangeria birori, naende nkarenga chitaabu chiria ase ekerengo ki’oborito.",bible_ebible,JER_32_10
"So I took the evidence of the purchase , both that which was sealed according to the law and custom , and that which was open :","Nkabogoria okobwatana koria gw’okogora omogondo komumekire, korikire emeroberio na amang’ana achiikire, amo nokonde kogwekaine koria, korende gotamumekeirie.",bible_ebible,JER_32_11
"And I gave the evidence of the purchase unto Baruch the son of Neriah , the son of Maaseiah , in the sight of Hanameel mine uncle’s son , and in the presence of the witnesses that subscribed the book of the purchase , before all the Jews that sat in the court of the prison .","Erio nkaa Baruku, mosinto o Neria, o Maseya, okobwatana koria agwo ase obosio bwa Hanameli, momura o tata moke, na ase amasio a birori baria konya barikire amarieta abo ase okobwatana okwo, boigo nase amasio ’Abayahudi bonsi abwo baikaransete ase egoora y’enyomba y’abasibwa.",bible_ebible,JER_32_12
"And I charged Baruch before them, saying ,","Ngachiika Baruku agwo ase abanto bonsi baigwete, nkamoteebia,",bible_ebible,JER_32_13
"Thus saith the LORD of hosts , the God of Israel ; Take these evidences , this evidence of the purchase , both which is sealed , and this evidence which is open ; and put them in an earthen vessel , that they may continue many days .","“Aya nar’Omonene bw’Emeganda, Nyasae bw’Abaisraeli, agoteeba: Imokia okobwatana oko gw’okogorana kw’omogondo, okwo komumekeirie na okwo gotamumekeiri, obeke amakaratasi ayio abeere ase ekeguru gekorire korwa ase amaroba, erinde agenderere kobao ase engaki entambe.",bible_ebible,JER_32_14
"For thus saith the LORD of hosts , the God of Israel ; Houses and fields and vineyards shall be possessed again in this land .","Aya nar’Omonene bw’Emeganda, Nyasae bw’Abaisraeli agoteeba: Chinyomba na emegondo, amo nemegondo y’emesabibu nabigorwe naende ase ense eye.” Ogosaba kwa Yeremia",bible_ebible,JER_32_15
"Now when I had delivered the evidence of the purchase unto Baruch the son of Neriah , I prayed unto the LORD , saying ,","“Magega konaeire Baruku, mosinto o Neria, okobwatana koria gw’okogorana kw’oboremo ngasaba Omonene nkabora:",bible_ebible,JER_32_16
"Ah Lord GOD ! behold, thou hast made the heaven and the earth by thy great power and stretched out arm , and there is nothing too hard for thee:","Aye Omonene! Naye gwatongete igoro chionsi, na ense, ase okobua kwao na ase okoboko kwao koramboire. Tikeri nonya negento ekemo kegosinyete.",bible_ebible,JER_32_17
"Thou shewest lovingkindness unto thousands , and recompensest the iniquity of the fathers into the bosom of their children after them: the Great , the Mighty God , the LORD of hosts , is his name ,","Aye nigo okoorokia obwanchani bwao bwa botambe ase abanto chilifu chinyinge, korende nigo okorua egesusuro ase abana ase engencho y’okomocha kw’abaise. Aye Nyasae ore Omonene bw’echinguru, erieta riao nario Omonene bw’Emeganda.",bible_ebible,JER_32_18
"Great in counsel , and mighty in work : for thine eyes are open upon all the ways of the sons of men : to give every one according to his ways , and according to the fruit of his doings :","Aye nigo ore omonene bw’ogosemia, na omobui ase ogokora kwao. Amaiso ao nigo arigereretie chinchera chionsi chia Mwanyabaanto; naye okoa kera omonto eng’eria yaye koreng’ana ne chinchera chiaye, na okwama kw’ogokora kwaye.",bible_ebible,JER_32_19
"For then the king of Babylon’s army besieged Jerusalem : and Jeremiah the prophet was shut up in the court of the prison , which was in the king of Judah’s house .","Ase engaki eyio abarwani b’esegi b’omorwoti o Babiloni nigo baboerete Yerusalemu, na Yeremia omobani agasiekerwa ase egoora y’echela yarenge ase enyomba y’omorwoti bw’Abayuda.",bible_ebible,JER_32_2
"Which hast set signs and wonders in the land of Egypt , even unto this day , and in Israel , and among other men ; and hast made thee a name , as at this day ;","Aye Omonene kwaorogetie ebikone na amakumia ase ense ya Misiri, naende ase amatuko aya nigo ogendererete kobiorokia ase Abaisraeli na ase Mwanyabaanto bonsi. Aye kwenyoreire erieta rinene goika rituko ria reero.",bible_ebible,JER_32_20
"And hast brought forth thy people Israel out of the land of Egypt with signs , and with wonders , and with a strong hand , and with a stretched out arm , and with great terror ;","Nigo kwang’anyetie abanto bao Abaisraeli korwa ase ense ya Misiri, ase enchera y’ebikone na amakumia, na okobua okonene, na okoboko koramboire kore ne chinguru, na ase okoondokia okonene,",bible_ebible,JER_32_21
"And hast given them this land , which thou didst swear to their fathers to give them, a land flowing with milk and honey ;","okabaa ense eye kwarierete chisokoro chiabo eira kobayea, ense entenenku ere namabeere na amooke.",bible_ebible,JER_32_22
"And they came in , and possessed it; but they obeyed not thy voice , neither walked in thy law ; they have done nothing of all that thou commandedst them to do : therefore thou hast caused all this evil to come upon them:","Korende ekero bachete ase ense eye na koyeira ebe eyabo, tibakoigwerete gose tibabwatetie amachiiko ao. Ebinto bionsi kwabachigete bakore, tibabikorete nonya nekemo. Ase engencho eyio kwarentire amabe aya onsi igoro ase bare.",bible_ebible,JER_32_23
"Behold the mounts , they are come unto the city to take it; and the city is given into the hand of the Chaldeans , that fight against it, because of the sword , and of the famine , and of the pestilence : and what thou hast spoken is come to pass; and, behold, thou seest it .","“Rora, chiburi chi’ogwekengera chiaagachirwe ase chinsemo chionsi chi’omochie, erinde omochie oirwe. Ase engencho y’esegi, na enchara, na oborwaire, Abakalidayo abwo nabanyare koyoira. Omonene, amang’ana gwakwanete aikeranire, na bono kwayarorire.",bible_ebible,JER_32_24
"And thou hast said unto me, O Lord GOD , Buy thee the field for money , and take witnesses ; for the city is given into the hand of the Chaldeans .","Korende nonya naboigo, aye Omonene nigo gwanchigeete ng’a ngore omogondo ng’akane chitaabu, naende ndigie birori, nonya omochie oyio obekirwe ase amaboko ’Abakalidayo.”",bible_ebible,JER_32_25
"Behold, I am the LORD , the God of all flesh : is there any thing too hard for me?","“Rora, inche ninche Omonene, Nyasae bw’abaanto bonsi. Inee! Egento nkere gensinyete?",bible_ebible,JER_32_27
"And the Chaldeans , that fight against this city , shall come and set fire on this city , and burn it with the houses , upon whose roofs they have offered incense unto Baal , and poured out drink offerings unto other gods , to provoke me to anger .","Abakalidayo abwo bayonaaretie nabache bayotongie omorero, bayosambe amo ne chinyomba echio igoro ase ebirama biabo mware gosambera ubani ase enyasae Baali, naende mokarua okoruegwa kw’ebinyugwa ase chinyasae ching’ao, na igo mokangechia nkaba nendamwamu.",bible_ebible,JER_32_29
"For Zedekiah king of Judah had shut him up , saying , Wherefore dost thou prophesy , and say , Thus saith the LORD , Behold, I will give this city into the hand of the king of Babylon , and he shall take it;","Zedekia, omorwoti bw’Abayuda, konya omosibire, ogoteeba, “Nase ki okobana kogoteeba ng’a aya nar’Omonene agoteeba: Rora, nkobeeka nde omochie oyo ase okoboko kw’omorwoti o Babiloni, ayoire.",bible_ebible,JER_32_3
"For the children of Israel and the children of Judah have only done evil before me from their youth : for the children of Israel have only provoked me to anger with the work of their hands , saith the LORD .","Inche Omonene nigo ngoteeba iga: Abaisraeli na Abayuda babeire bagendererete gokora ebibe ase obosio bwane korwa obwana bwabo. Ee, Abaisraeli tibakorete kende ekiya, otatiga amabe oka, ayio akangechia nkaba nendamwamu ase engencho y’emeremo y’amaboko abo.",bible_ebible,JER_32_30
"For this city hath been to me as a provocation of mine anger and of my fury from the day that they built it even unto this day ; that I should remove it from before my face ,","Korwa engaki omochie oyo oagachetwe goika reero iga, abanto baye babeire bakongechia na kogera endamwamu yane yoke. Bono goika nyosirie orue ase obosio bwane,",bible_ebible,JER_32_31
"Because of all the evil of the children of Israel and of the children of Judah , which they have done to provoke me to anger , they, their kings , their princes , their priests , and their prophets , and the men of Judah , and the inhabitants of Jerusalem .","ekiagera Abaisraeli, na Abayuda, amo nabarwoti babo, na abanene b’amarwoti abo, na abakuani babo, na ababani babo, na abanto bonsi ba Yuda, na aba Yerusalemu, bakorete ebibe bikagera nkaba nendamwamu.",bible_ebible,JER_32_32
"And they have turned unto me the back , and not the face : though I taught them, rising up early and teaching them , yet they have not hearkened to receive instruction .","Barabwo baonchokire bang’eire amagega abo gose tari amasio abo. Nonya nabeire nkoborokereria kogenderera botambe, bangire gotegerera amorokererio aane.",bible_ebible,JER_32_33
"And now therefore thus saith the LORD , the God of Israel , concerning this city , whereof ye say , It shall be delivered into the hand of the king of Babylon by the sword , and by the famine , and by the pestilence ;","Ase ayio, aya nar’Omonene, Nyasae bw’Abaisraeli, agoteeba igoro y’omochie oyo mogoteeba ng’a obekirwe ase okoboko kw’omorwoti o Babiloni, osirigwe nemioro, na enchara, na oborwaire bogoita:",bible_ebible,JER_32_36
"Behold, I will gather them out of all countries , whither I have driven them in mine anger , and in my fury , and in great wrath ; and I will bring them again unto this place , and I will cause them to dwell safely :","“Naama! Ninsangererie abanto abwo korwa ase chinse chionsi ase nabaseretie gochia, ekero narenge nendamwamu, na ekeririanda, na okogechigwa. Nimbairanie aase aiga, naende mbabeeke bamenye ase obotoereru.",bible_ebible,JER_32_37
"And they shall be my people , and I will be their God :","Barabwo mbabe abanto baane, na inche imbe Nyasae obo.",bible_ebible,JER_32_38
"And I will give them one heart , and one way , that they may fear me for ever , for the good of them, and of their children after them:","Nimbakore babe nomoyo oyomo, erinde babe bakobwatia enchera eyemo; erio nario barang’iroke kogenderera botambe, ase engencho y’obuya bwabo, na obw’abana babo bararwe magega yabo.",bible_ebible,JER_32_39
"And Zedekiah king of Judah shall not escape out of the hand of the Chaldeans , but shall surely be delivered into the hand of the king of Babylon , and shall speak with him mouth to mouth , and his eyes shall behold his eyes ;","Na Zedekia, omorwoti bw’Abayuda, tagotooreka korwa ase amaboko ’Abakalidayo, korende ekeene, goika abekwe ase okoboko kw’omorwoti o Babiloni, akwane nere obosio ase obosio, na kororana nere amaiso ase amaiso.",bible_ebible,JER_32_4
"And I will make an everlasting covenant with them, that I will not turn away from them , to do them good ; but I will put my fear in their hearts , that they shall not depart from me.","Ninkore amo nabarabwo okobwatana kw’ogotianania kogenderera botambe, erinde tinkoonchoka ntige kobakorera amaya. Nimbeke obwoba ime ase chinkoro chiabo banyiroke, erinde tibaabaisa koonchoka bantige.",bible_ebible,JER_32_40
"Yea, I will rejoice over them to do them good , and I will plant them in this land assuredly with my whole heart and with my whole soul .","Nimbe nomogooko omonene ase okobakorera amaya, nimbasimeke ase ense eye imbe nobwegenwa bw’enkoro yane yonsi na omoyo one bwonsi.”",bible_ebible,JER_32_41
"For thus saith the LORD ; Like as I have brought all this great evil upon this people , so will I bring upon them all the good that I have promised them.","Aya nar’Omonene agoteeba, Buna koreng’ana narentete amabe aria onsi amanene igoro ase abanto aba, naboigo ngochia kobarentera amaya onsi aya nabarierete eira kobarentera.",bible_ebible,JER_32_42
"And fields shall be bought in this land , whereof ye say , It is desolate without man or beast ; it is given into the hand of the Chaldeans .","Ense eye abanto bagokwana ng’a yasarigwe, yabeire erooro ase abanto batanyare komenya, gose ching’iti, naende ng’a yabekirwe ase amaboko ’Abakalidayo, rora, emegondo negorwe naende aiga.",bible_ebible,JER_32_43
"Men shall buy fields for money , and subscribe evidences , and seal them , and take witnesses in the land of Benjamin , and in the places about Jerusalem , and in the cities of Judah , and in the cities of the mountains , and in the cities of the valley , and in the cities of the south : for I will cause their captivity to return , saith the LORD .","Emegondo negorwe chitaabu, na okobwatana gw’okoyegora korikwe, erinde amarieta arikwe na kobekwa ekemanyererio, na okobwatana koria komumekerigwe ase birori bare. Ayio nigo arakoreke ase orogongo rwa Benjamini, na ase chinsemo chionsi chia Yerusalemu, na ase emechie y’Abayuda, na ase emechie ere ase ense y’ebigoro na ase ense omweya, na ase emechie ya Negebu. Ning’iranie abanto boosetwe bache ase ense yabo.’ Nab’Omonene atebiire.",bible_ebible,JER_32_44
"And he shall lead Zedekiah to Babylon , and there shall he be until I visit him, saith the LORD : though ye fight with the Chaldeans , ye shall not prosper .","Oyio naire Zedekia Babiloni, nere agenderere komenya aroro goika inche Omonene imochiere. Namoisa korwania Abakalidayo timokobabua. Nab’Omonene atebiire.”",bible_ebible,JER_32_5
"And Jeremiah said , The word of the LORD came unto me, saying ,","Erio Yeremia agateeba, “Ring’ana ri’Omonene rigacha ase ’nde, riganteebia:",bible_ebible,JER_32_6
"Behold, Hanameel the son of Shallum thine uncle shall come unto thee, saying , Buy thee my field that is in Anathoth : for the right of redemption is thine to buy it .","Naama! Hanameli, mosinto o Salumu iso moke, nache asore, agoteebie ng’a ogore omogondo oye ore agwo Anatoti, ekiagera omwando oyo naye otungetie, oyogore na koyobooria.”",bible_ebible,JER_32_7
"So Hanameel mine uncle’s son came to me in the court of the prison according to the word of the LORD , and said unto me, Buy my field , I pray thee, that is in Anathoth , which is in the country of Benjamin : for the right of inheritance is thine, and the redemption is thine; buy it for thyself. Then I knew that this was the word of the LORD .","Erio Hanameli, omomura o tata moke, agacha ase ’nde agwo ase nasibire, buna Omonene konya akwanire, aganteebia, “Gora omogondo one ore agwo Anatoti, ase ense ya Benjamini, ekiagera naye ochigeete oyogore na koyobooria obe oyoo.” Erio inche nkamanya ng’a riria nigo riarenge ring’ana ri’Omonene.",bible_ebible,JER_32_8
"And I bought the field of Hanameel my uncle’s son , that was in Anathoth , and weighed him the money , even seventeen shekels of silver .","Korwa ase Hanameli, momura o tata moke, nkagora omogondo orenge agwo Anatoti. Nkamorengera chitaabu chisekeli chi’echifeta ikomi, na isano na ibere.",bible_ebible,JER_32_9
"Moreover the word of the LORD came unto Jeremiah the second time, while he was yet shut up in the court of the prison , saying ,","Ekero Yeremia agendererete kobeera ase egoora y’enyomba y’abasibwa agwo ase enyomba y’oborwoti, ring’ana ri’Omonene rigacha asare eria kabere, rikamoteebia,",bible_ebible,JER_33_1
"Thus saith the LORD ; Again there shall be heard in this place , which ye say shall be desolate without man and without beast , even in the cities of Judah , and in the streets of Jerusalem , that are desolate , without man , and without inhabitant , and without beast ,","Aya nar’Omonene agoteeba, “Abanto nigo bagokwana ng’a aase aiga asarekire, abeire buna erooro, abanto tibaiyo, gose ching’iti, ee, amaene emechie y’Abayuda ne chinchera chia Yerusalemu biatigaire bosa; abanto tibaiyo, gose ching’iti.",bible_ebible,JER_33_10
"Thus saith the LORD of hosts ; Again in this place , which is desolate without man and without beast , and in all the cities thereof, shall be an habitation of shepherds causing their flocks to lie down .","Aya nar’Omonene bw’Emeganda agoteeba, “Aase aiga are buna erooro ase abanto batamenyeti, gose ching’iti, korende emechie yaye yonsi nemenywe nabarisia bakorisia ching’ondi naende.",bible_ebible,JER_33_12
"In the cities of the mountains , in the cities of the vale , and in the cities of the south , and in the land of Benjamin , and in the places about Jerusalem , and in the cities of Judah , shall the flocks pass again under the hands of him that telleth them , saith the LORD .","Ase emechie y’ense y’ebigoro, na ey’ense omweya, na eya Irianyi, na ey’orogongo rwa Benjamini, na ase chinsemo chionsi chia Yerusalemu, na ase emechie y’Abayuda, amaicho nabe agoeta inse y’okoboko kw’oyomo okoyabara.” Nab’Omonene agoteeba.",bible_ebible,JER_33_13
"In those days , and at that time , will I cause the Branch of righteousness to grow up unto David ; and he shall execute judgment and righteousness in the land .",Ase amatuko ayio na engaki eyio ninkore Omoseboka bw’oboronge oseboke korwa ase ororeria rwa Daudi. Oyio nanache ebiina bi’ekeene na oboronge ase ense eye.,bible_ebible,JER_33_15
"In those days shall Judah be saved , and Jerusalem shall dwell safely : and this is the name wherewith she shall be called , The LORD our righteousness .","Ase amatuko ayio Abayuda mbatoorigwe, na abanto ba Yerusalemu bamenye ase obotoereru. Na Omoseboka oyio nigo orarokwe: Omonene Nere Oboronge Bwaito.”",bible_ebible,JER_33_16
"And the word of the LORD came unto Jeremiah , saying ,","Ring’ana ri’Omonene rigacha ase Yeremia, rikamoteebia,",bible_ebible,JER_33_19
"Thus saith the LORD the maker thereof, the LORD that formed it, to establish it; the LORD is his name ;","“Aya nar’Omonene oyotongete ense, oyo oyebombete akayekora egenderere kobao, ere oyio erieta riaye n’Omonene, agoteeba:",bible_ebible,JER_33_2
"Thus saith the LORD ; If ye can break my covenant of the day , and my covenant of the night , and that there should not be day and night in their season ;","“Aya nar’Omonene agoteeba: Nakorete okobwatana kwane igoro y’omobaso na obotuko, erinde bibe bikororekana ase chingaki chiabo chichikiire, na okobwatana okwo tikogosareka.",bible_ebible,JER_33_20
"Then may also my covenant be broken with David my servant , that he should not have a son to reign upon his throne ; and with the Levites the priests , my ministers .","Boigo okobwatana kwane nakorete na Daudi, omosomba one, ngotenene. Omonto takobora ase ororeria rwaye oraikaranse ase ekerogo kiaye ki’oborwoti. Boigo nokobwatana kwane nabakuani b’ororeria rwa Lawi ngotenene.",bible_ebible,JER_33_21
"As the host of heaven cannot be numbered , neither the sand of the sea measured : so will I multiply the seed of David my servant , and the Levites that minister unto me.","Buna koreng’ana emeganda ye ching’enang’eni chia igoro na omokenye ore nyancha bitanyare kobarwa, naboigo ororeria rwa Daudi, omosomba one, na orw’Abalawi abakuani bagonkorera, rotanyare kobarwa, ekiagerainche nindomente na korobuchia.”",bible_ebible,JER_33_22
"Considerest thou not what this people have spoken , saying , The two families which the LORD hath chosen , he hath even cast them off ? thus they have despised my people , that they should be no more a nation before them.","“Inee! Kwaigure amang’ana abanto aba bagokwana? Nigo bagoteeba: Omonene bwangire ebisaku biria bibere achorete. Nigo bachayire abanto baane, gose tibaababareti koba egesaku.",bible_ebible,JER_33_24
"Thus saith the LORD ; If my covenant be not with day and night , and if I have not appointed the ordinances of heaven and earth ;","Aya nar’Omonene agoteeba: Inche nakorete okobwatana igoro y’omobaso na obotuko, na emeroberio echikeire igoro na ense. Onye ntakong’etie okobwatana okwo,",bible_ebible,JER_33_25
"Then will I cast away the seed of Jacob , and David my servant , so that I will not take any of his seed to be rulers over the seed of Abraham , Isaac , and Jacob : for I will cause their captivity to return , and have mercy on them.","nanga nangete nororeria rwa Yakobo, na orwa Daudi omosomba one, na tinchora omonto bw’ororeria rwaye agambere oroiboro rwa Aburaamu, na Isaka, na Yakobo. Nimbairanerie amaya abo na kobarorera amaabera.”",bible_ebible,JER_33_26
"Call unto me, and I will answer thee, and shew thee great and mighty things , which thou knowest not.","Ndangerie, nainche ninkoiranerie, ninkoorokerie amang’ana amanene abisekanete, ayio aye otana komanya.",bible_ebible,JER_33_3
"For thus saith the LORD , the God of Israel , concerning the houses of this city , and concerning the houses of the kings of Judah , which are thrown down by the mounts , and by the sword ;","Naende aya naro inche Omonene bw’Abaisraeli ngoteeba igoro ye chinyomba chi’omochie oyo, na igoro ye chinyomba chi’abarwoti b’Abayuda, chiria chiatagoretwe nabwo baagachete chindwaki chi’ogwekengera, naende bakorwana esegi:",bible_ebible,JER_33_4
"They come to fight with the Chaldeans , but it is to fill them with the dead bodies of men , whom I have slain in mine anger and in my fury , and for all whose wickedness I have hid my face from this city .",Abanto ngocha bare korwania Abakalidayo baichorie chinyomba nemebere ekwete y’abanto abwo ndaite nendamwamu yane enene na ekeririanda kiane. Nabisire obosio bwane ase omochie oyo ase engencho y’obobe bwabo.,bible_ebible,JER_33_5
"Behold, I will bring it health and cure , and I will cure them, and will reveal unto them the abundance of peace and truth .","Korende nonya naboigo ningwenie abanto b’omochie oyo, babe nemebere emiya. Nimbagwenie mbae omorembe na obotoereru ase obonge.",bible_ebible,JER_33_6
"And I will cause the captivity of Judah and the captivity of Israel to return , and will build them, as at the first .","Ning’iranerie Abayuda na Abaisraeli amaya abo, mbaagache babe buna barenge agwo ritang’ani.",bible_ebible,JER_33_7
"And I will cleanse them from all their iniquity , whereby they have sinned against me; and I will pardon all their iniquities , whereby they have sinned , and whereby they have transgressed against me.","Nimbachene korwa ase okomocha kwabo, na korwa ase ebibe bionsi bakorire ase ’nde; nimbaabere ebibe biabo bionsi na ogosaria bakorire ase ’nde.",bible_ebible,JER_33_8
"And it shall be to me a name of joy , a praise and an honour before all the nations of the earth , which shall hear all the good that I do unto them: and they shall fear and tremble for all the goodness and for all the prosperity that I procure unto it.","Omochie oyio nobe okongokia ase ogontogia na okombaka ase amasio ’ebisaku bionsi bire ase ense, ebio biraigwe chinkuma chi’amang’ana nakoreire abanto b’omochie oyio. Abanto b’ebisaku mbairoke na koiguswa ase obwoba, ekiagera nakoreire omochie oyio amaya, naende nayosesenirie.”",bible_ebible,JER_33_9
"Now when all the princes , and all the people , which had entered into the covenant , heard that every one should let his manservant , and every one his maidservant , go free , that none should serve themselves of them any more, then they obeyed , and let them go .","Abaanene b’oborwoti amo nabaanto bonsi abakorete okobwatana ng’a kera omonto asibore omosomba oye, omosacha gose omokungu, bakaigwa amang’ana ayio na bakabasibora.",bible_ebible,JER_34_10
"But afterward they turned , and caused the servants and the handmaids , whom they had let go free , to return , and brought them into subjection for servants and for handmaids .","Korende magega y’ayio abanto nigo baonchorete ebirengererio biabo, bakairania abasomba babo, abasacha na abakungu, abwo konya basiboirwe, na bakababetereria koba abasomba.",bible_ebible,JER_34_11
"Therefore the word of the LORD came to Jeremiah from the LORD , saying ,","Ring’ana eri ri’Omonene eriachete ase Yeremia rikamoteebia,",bible_ebible,JER_34_12
"Thus saith the LORD , the God of Israel ; I made a covenant with your fathers in the day that I brought them forth out of the land of Egypt , out of the house of bondmen , saying ,","Aya nar’Omonene, Nyasae bw’Abaisraeli, agoteeba: Nigo nakorete okobwatana kw’ogotianania ne chisokoro chiaino ekero nachirusetie korwa ase ense ya Misiri, nkabasibora korwa ase ense eria y’obosomba, nkabateebia:",bible_ebible,JER_34_13
"And ye were now turned , and had done right in my sight , in proclaiming liberty every man to his neighbour ; and ye had made a covenant before me in the house which is called by my name :","Reero iga mweitia mogakora amang’ana are amaronge ase amaiso aane, mokararia obosibore, kera omonto ase omogisangio oye. Boigo mogakora okobwatana kw’ogotianania ase obosio bwane, agwo ase enyomba eyio ekorokwa ase erieta riane.",bible_ebible,JER_34_15
"But ye turned and polluted my name , and caused every man his servant , and every man his handmaid , whom ye had set at liberty at their pleasure , to return , and brought them into subjection , to be unto you for servants and for handmaids .","Magega y’ayio mokaonchora ebirengererio biaino, mogakora erieta riane rikaba eritachenegeti, ekiagera kera oyomo oino nigo airania abasomba baye, abasacha na abakungu, abwo konya mwasiboire buna barabwo baganetie. Na bono mwabarentire na kobabetereria koba abasomba baino naende.",bible_ebible,JER_34_16
"Therefore thus saith the LORD ; Ye have not hearkened unto me, in proclaiming liberty , every one to his brother , and every man to his neighbour : behold, I proclaim a liberty for you, saith the LORD , to the sword , to the pestilence , and to the famine ; and I will make you to be removed into all the kingdoms of the earth .","Ase ayio, aya nar’Omonene agoteeba: Inwe mwangire konyigwera, na koraria obosibore kera omonto ase oyomwabo, na ase omogisangio oye. Rora inche nkobaa nde inwe obosibore bwaino; obosibore obwo nabwo obo: Nigo moraitwe nemioro, na oborwaire bogoita, na enchara. Na amarwoti onsi ay’ense naondoke ase engencho y’amang’ana ayio ndabakorere inwe.",bible_ebible,JER_34_17
"And I will give the men that have transgressed my covenant , which have not performed the words of the covenant which they had made before me, when they cut the calf in twain , and passed between the parts thereof,","Abanto abwo basaretie okobwatana kw’ogotianania nakorete nabarabwo, gose tibarendete amang’ana ’okobwatana koria barabwo bakorete ase obosio bwane, inche nimbakorere buna barabwo bakorete ase emori eria y’okobwatana, bayenachanete ebing’ese bibere, erio bagaeta ase egati y’ebing’ese biria.",bible_ebible,JER_34_18
"The princes of Judah , and the princes of Jerusalem , the eunuchs , and the priests , and all the people of the land , which passed between the parts of the calf ;","Barabwo amo nabanene b’oborwoti bw’Abayuda, na aba Yerusalemu, na abateneneri b’enyomba y’omorwoti, na abakuani, na abanto bonsi b’ense eye, baria baetete ase egati y’ebing’ese bi’emori eria,",bible_ebible,JER_34_19
"Thus saith the LORD , the God of Israel ; Go and speak to Zedekiah king of Judah , and tell him, Thus saith the LORD ; Behold, I will give this city into the hand of the king of Babylon , and he shall burn it with fire :","“Aya nar’Omonene, Nyasae bw’Abaisraeli, agoteeba: Genda okwane na Zedekia, omorwoti bw’Abayuda, omoteebie ng’a aya naro inche Omonene ngoteeba: Rora, nkobeeka inde omochie oyo ase okoboko kw’omorwoti o Babiloni. Omorwoti oyio nayosambe nomorero.",bible_ebible,JER_34_2
"I will even give them into the hand of their enemies , and into the hand of them that seek their life : and their dead bodies shall be for meat unto the fowls of the heaven , and to the beasts of the earth .","nimbabeeke ase amaboko ’ababisa babo na ase amaboko ’abaanto bakorigia gosiria obogima bwabo. Nabaitwe bakwe, na emebere yabo ebe endagera ye chinyoni ne ching’iti chi’orosana.",bible_ebible,JER_34_20
"And Zedekiah king of Judah and his princes will I give into the hand of their enemies , and into the hand of them that seek their life , and into the hand of the king of Babylon’s army , which are gone up from you.","Na Zedekia, omorwoti bw’Abayuda, amo nabanene b’oborwoti bwaye, nimbabeeke ase amaboko ’ababisa babo, na ase amaboko ’abaanto bakorigia gosiria obogima bwabo. Nimbabeeke ase amaboko ’abarwani b’omorwoti o Babiloni abwo konya baabatigire.",bible_ebible,JER_34_21
"Behold, I will command , saith the LORD , and cause them to return to this city ; and they shall fight against it, and take it, and burn it with fire : and I will make the cities of Judah a desolation without an inhabitant .","Inche Omonene nigo ngoteeba iga: “Naama! Ninchike abanto abwo bairane ase omochie oyo. Nabayorwanie na koyobwata, naende bayosambe nomorero. Ninsarie emechie y’Abayuda ebe bosa temenywa nonde.”",bible_ebible,JER_34_22
"And thou shalt not escape out of his hand , but shalt surely be taken , and delivered into his hand ; and thine eyes shall behold the eyes of the king of Babylon , and he shall speak with thee mouth to mouth , and thou shalt go to Babylon .","Aye togotooreka korwa ase okoboko kwaye. Goika obwatwe na kobekwa ase okoboko kwaye, erinde mororane nomorwoti o Babiloni, amaiso ase amaiso, na gokwana nere morigereranetie obosio ase obosio, aye goika oirwe Babiloni.",bible_ebible,JER_34_3
"Yet hear the word of the LORD , O Zedekiah king of Judah ; Thus saith the LORD of thee, Thou shalt not die by the sword :","Aye Zedekia, omorwoti bw’Abayuda, igwa ring’ana ri’Omonene, ekiagera aya nar’Omonene agoteeba igoro yao: Aye togoitwa n’omoro.",bible_ebible,JER_34_4
"But thou shalt die in peace : and with the burnings of thy fathers , the former kings which were before thee, so shall they burn odours for thee; and they will lament thee, saying , Ah lord ! for I have pronounced the word , saith the LORD .","Aye nigo orakwe kore nomorembe, na buna abanto basambete ebinsari bigotioka buya ase ogotindekwa gwe chisokoro chiao, na abarwoti abwo bagotang’anerete, naboigo abanto barasambe ebinsari ase ogotindeka, na bakoreere aye, bagoteeba; Obee, Omonene! Nab’Omonene atebiire.”",bible_ebible,JER_34_5
"Then Jeremiah the prophet spake all these words unto Zedekiah king of Judah in Jerusalem ,","Erio Yeremia omobani agateebia Zedekia, omorwoti bw’Abayuda amang’ana ayio onsi agwo Yerusalemu,",bible_ebible,JER_34_6
"When the king of Babylon’s army fought against Jerusalem , and against all the cities of Judah that were left , against Lachish , and against Azekah : for these defenced cities remained of the cities of Judah .","ekero abasikari b’omorwoti o Babiloni bagendererete korwania Yerusalemu na emechie ya Lakisi na Aseka, emechie y’Abayuda, konya yatigaire yagiteire chindwaki. Okong’anererigwa kw’abasomba",bible_ebible,JER_34_7
"This is the word that came unto Jeremiah from the LORD , after that the king Zedekiah had made a covenant with all the people which were at Jerusalem , to proclaim liberty unto them;",Ring’ana ri’Omonene rigacha ase Yeremia magega Zedekia omorwoti gakoorire gokora okobwatana nabaanto bonsi ba Yerusalemu ng’a obosibore borarigwe ase egati yabo.,bible_ebible,JER_34_8
